1481727320,16.0,4,4
1481799161,16.0,4,4
1481819216,12.0,6,2
1481880538,18.0,6,3
1481892365,15.0,5,3
1481949100,15.0,5,3
1481969066,18.0,6,3
1481999132,16.0,4,4
1482227787,10.0,5,2
1482247387,16.0,4,4
1482252736,15.0,5,3
1482318851,15.0,5,3
1482322594,12.0,3,4
1482326998,10.0,5,2
1482339300,10.0,5,2
1482342920,12.0,3,4
1482363443,16.0,4,4
1482366818,12.0,4,3
1482390833,16.0,4,4
1482415396,15.0,5,3
1482421642,10.0,5,2
1482425764,15.0,5,3
1482486143,12.0,3,4
1482496840,20.0,5,4
1482513331,15.0,5,3
1482546385,12.0,3,4
1482560903,12.0,2,6
1482564956,12.0,6,2
1482578498,15.0,5,3
1482648309,12.0,2,6
1482685424,16.0,8,2
1482702371,12.0,4,3
1482716105,16.0,8,2
1482734163,16.0,8,2
1482741491,15.0,5,3
1482748982,12.0,2,6
1482755756,12.0,2,6
1482757237,12.0,2,6
1482769439,14.0,2,7
1482778659,12.0,2,6
1482778675,12.0,3,4
1482786988,12.0,3,4
1482787993,14.0,2,7
1482789422,20.0,5,4
1482790274,20.0,5,4
1482791650,18.0,6,3
1482819069,12.0,6,2
1482826838,15.0,5,3
1482828466,20.0,4,5
1482844787,16.0,8,2
1482871793,16.0,8,2
1482888414,20.0,5,4
1482895366,12.0,4,3
1482902591,16.0,8,2
1482916600,10.0,5,2
1482918357,12.0,2,6
1482940276,18.0,9,2
1482967777,18.0,9,2
1482970315,18.0,6,3
1482980800,21.0,7,3
1482992820,20.0,4,5
1482993621,18.0,9,2
1482997199,12.0,4,3
1483006577,12.0,4,3
1483018959,18.0,9,2
1483021664,12.0,3,4
1483036989,12.0,2,6
1483044976,18.0,2,9
1483056396,12.0,2,6
1483069452,8.0,2,4
1483072909,8.0,1,8
1483073149,42.0,7,6
1483073915,6.0,2,3
1483075860,32.0,4,8
1483079392,5.0,5,1
1483083455,63.0,9,7
1483085366,32.0,8,4
1483088020,18.0,9,2
1483090572,1.0,1,1
1483091504,45.0,5,9
1483095786,64.0,8,8
1483100003,32.0,4,8
1483101035,4.0,4,1
1483104899,40.0,8,5
1483108549,7.0,7,1
1483112731,56.0,8,7
1483116302,30.0,6,5
1483118694,6.0,2,3
1483119305,81.0,9,9
1483121925,15.0,5,3
1483121961,5.0,1,5
1483126379,12.0,2,6
1483128330,54.0,6,9
1483131116,12.0,3,4
1483134039,40.0,8,5
1483134338,28.0,4,7
1483135212,8.0,1,8
1483138598,36.0,9,4
1483142695,10.0,2,5
1483147189,49.0,7,7
1483151688,27.0,9,3
1483154502,16.0,4,4
1483155863,15.0,5,3
1483158087,28.0,7,4
1483159625,12.0,4,3
1483159854,35.0,7,5
1483162379,6.0,3,2
1483166540,63.0,7,9
1483170518,42.0,6,7
1483171548,20.0,5,4
1483173223,2.0,2,1
1483175306,24.0,8,3
1483175949,1.0,1,1
1483176629,42.0,7,6
1483178277,2.0,2,1
1483181953,10.0,5,2
1483183468,81.0,9,9
1483184972,28.0,4,7
1483187866,4.0,1,4
1483191421,12.0,6,2
1483195321,10.0,2,5
1483195883,63.0,7,9
1483199042,20.0,4,5
1483199551,6.0,1,6
1483203799,16.0,8,2
1483205703,10.0,5,2
1483208535,36.0,9,4
1483212394,4.0,1,4
1483214033,25.0,5,5
1483214912,2.0,1,2
1483217857,42.0,6,7
1483220621,15.0,5,3
1483223666,64.0,8,8
1483226144,18.0,3,6
1483228583,56.0,7,8
1483228843,8.0,8,1
1483229365,1.0,1,1
1483233394,9.0,9,1
1483237271,9.0,3,3
1483240947,36.0,9,4
1483241763,27.0,3,9
1483245350,63.0,7,9
1483245664,25.0,5,5
1483246167,28.0,4,7
1483250489,24.0,3,8
1483252286,12.0,6,2
1483256590,56.0,8,7
1483260755,30.0,6,5
1483265047,32.0,8,4
1483265754,16.0,2,8
1483270118,54.0,9,6
1483274348,18.0,2,9
1483276429,81.0,9,9
1483277188,32.0,8,4
1483277756,40.0,8,5
1483278780,5.0,1,5
1483280227,6.0,6,1
1483284459,72.0,9,8
1483285352,36.0,4,9
1483287012,54.0,9,6
1483289167,20.0,4,5
1483289693,15.0,3,5
1483293279,48.0,8,6
1483294780,45.0,5,9
1483297810,10.0,2,5
1483299462,24.0,8,3
1483300649,5.0,5,1
1483303733,64.0,8,8
1483304971,72.0,9,8
1483305749,54.0,6,9
1483309570,6.0,2,3
1483311701,45.0,9,5
1483312152,30.0,5,6
1483316462,35.0,5,7
1483320142,81.0,9,9
1483320237,45.0,9,5
1483323533,8.0,8,1
1483324863,24.0,4,6
1483328826,21.0,7,3
1483329352,32.0,4,8
1483330096,42.0,7,6
1483334004,36.0,9,4
1483338064,20.0,5,4
1483340226,8.0,2,4
1483340714,16.0,4,4
1483341776,25.0,5,5
1483342611,40.0,5,8
1483344698,9.0,3,3
1483345449,18.0,9,2
1483345925,35.0,7,5
1483348041,18.0,2,9
1483349714,3.0,1,3
1483351967,8.0,4,2
1483352745,20.0,4,5
1483356689,42.0,6,7
1483358124,18.0,6,3
1483361716,10.0,5,2
1483363735,63.0,9,7
1483366114,1.0,1,1
1483367130,14.0,7,2
1483369597,28.0,7,4
1483370989,72.0,9,8
1483373847,72.0,9,8
1483377385,40.0,8,5
1483381698,2.0,1,2
1483382940,6.0,6,1
1483383521,9.0,9,1
1483384117,6.0,6,1
1483385219,45.0,5,9
1483388188,10.0,5,2
1483388854,81.0,9,9
1483389652,2.0,1,2
1483392543,6.0,6,1
1483396960,21.0,3,7
1483400595,48.0,8,6
1483403346,4.0,1,4
1483405900,15.0,3,5
1483409079,6.0,3,2
1483409640,10.0,2,5
1483413528,16.0,2,8
1483415888,40.0,5,8
1483417983,4.0,2,2
1483420722,21.0,3,7
1483421136,63.0,7,9
1483425330,72.0,8,9
1483426530,12.0,3,4
1483426618,6.0,2,3
1483428747,6.0,3,2
1483428864,63.0,9,7
1483432830,24.0,6,4
1483436650,8.0,1,8
1483439228,21.0,7,3
1483441683,4.0,2,2
1483444283,48.0,8,6
1483444896,40.0,8,5
1483448505,45.0,5,9
1483451228,10.0,2,5
1483453678,15.0,3,5
1483456490,56.0,7,8
1483457243,72.0,8,9
1483460155,5.0,5,1
1483461186,12.0,4,3
1483465028,81.0,9,9
1483467275,30.0,5,6
1483467817,9.0,9,1
1483468744,27.0,9,3
1483471883,9.0,1,9
1483475323,72.0,8,9
1483476636,16.0,2,8
1483479889,42.0,7,6
1483483057,24.0,6,4
1483483175,24.0,3,8
1483483620,14.0,2,7
1483484866,24.0,4,6
1483488434,81.0,9,9
1483489782,20.0,5,4
1483493505,40.0,5,8
1483494522,15.0,5,3
1483497725,8.0,1,8
1483499441,4.0,2,2
1483499889,24.0,3,8
1483501456,3.0,3,1
1483502368,63.0,9,7
1483506536,12.0,2,6
1483507355,15.0,5,3
1483508282,18.0,3,6
1483511533,27.0,3,9
1483512187,14.0,2,7
1483514728,24.0,6,4
1483517630,36.0,9,4
1483521563,54.0,9,6
1483523559,63.0,9,7
1483526816,72.0,9,8
1483530684,30.0,6,5
1483534500,4.0,2,2
1483538270,48.0,6,8
1483542766,21.0,7,3
1483545302,5.0,1,5
1483548553,56.0,7,8
1483552801,40.0,5,8
1483554608,15.0,5,3
1483556899,16.0,4,4
1483558853,16.0,2,8
1483560723,35.0,5,7
1483565031,21.0,3,7
1483566139,2.0,1,2
1483567707,25.0,5,5
1483571502,14.0,7,2
1483572039,28.0,7,4
1483573739,6.0,3,2
1483576575,12.0,3,4
1483577421,27.0,3,9
1483577873,6.0,6,1
1483581476,18.0,9,2
1483585864,28.0,4,7
1483586895,5.0,5,1
1483587676,10.0,2,5
1483591121,10.0,2,5
1483592738,14.0,2,7
1483593431,35.0,5,7
1483597046,48.0,8,6
1483601517,72.0,9,8
1483603515,32.0,8,4
1483607362,18.0,9,2
1483607942,15.0,3,5
1483609152,24.0,6,4
1483609668,4.0,1,4
1483614043,18.0,2,9
1483614908,15.0,5,3
1483619012,20.0,5,4
1483623387,32.0,4,8
1483623819,56.0,7,8
1483627002,28.0,4,7
1483630264,56.0,8,7
1483634374,56.0,8,7
1483638636,63.0,7,9
1483641638,56.0,8,7
1483644182,20.0,5,4
1483646794,30.0,6,5
1483651086,63.0,9,7
1483654175,12.0,4,3
1483654422,6.0,6,1
1483657478,12.0,4,3
1483657753,35.0,5,7
1483662005,12.0,2,6
1483663657,72.0,9,8
1483664967,2.0,1,2
1483668165,9.0,9,1
1483671840,3.0,1,3
1483675610,72.0,9,8
1483678621,21.0,7,3
1483683049,7.0,7,1
1483687267,30.0,5,6
1483687745,54.0,6,9
1483688693,3.0,1,3
1483693096,1.0,1,1
1483693355,36.0,9,4
1483696696,12.0,3,4
1483699199,20.0,5,4
1483699696,12.0,3,4
1483701374,54.0,6,9
1483704033,4.0,2,2
1483704638,5.0,5,1
1483707646,9.0,3,3
1483708385,36.0,4,9
1483709176,21.0,7,3
1483712670,56.0,8,7
1483713715,45.0,5,9
1483717676,12.0,6,2
1483719802,2.0,1,2
1483721260,3.0,1,3
1483724354,32.0,8,4
1483726313,32.0,8,4
1483729383,18.0,6,3
1483731683,40.0,8,5
1483735369,8.0,4,2
1483738411,64.0,8,8
1483739269,4.0,2,2
1483742731,15.0,3,5
1483744230,3.0,3,1
1483746766,1.0,1,1
1483748921,12.0,6,2
1483751787,12.0,3,4
1483754278,54.0,9,6
1483754385,36.0,9,4
1483757510,6.0,1,6
1483759682,9.0,1,9
1483760339,18.0,3,6
1483763576,36.0,4,9
1483766301,72.0,8,9
1483769854,18.0,2,9
1483769894,35.0,7,5
1483772210,72.0,9,8
1483776216,1.0,1,1
1483776717,6.0,1,6
1483779985,9.0,3,3
1483781123,10.0,5,2
1483783265,4.0,2,2
1483785906,72.0,9,8
1483788839,2.0,2,1
1483788916,8.0,4,2
1483788933,16.0,2,8
1483789102,42.0,6,7
1483789181,48.0,6,8
1483790302,4.0,1,4
1483790908,18.0,2,9
1483792834,40.0,8,5
